commentView,commentScore,commentTitle,commentName
这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。这个电视拍的，一个字 2。够140个字了吗？,2,给个二分，真的不能在多了,133****4590_m1159
热门IP，当红明星，庞大粉丝群体，夹带着的三叔原著的无形宣传！怀着满心期待点了进来。第一集花了40分钟看完，后5集也就一个小时OK！    只有三个字““没救了””！！  要剧情 好 导演给了 全是几个主角无聊的对白！要特效  行啊 看那那打斗的画面 那特效  别提有多棒了！ 除了几个演员比较到位，其他根本没法看下去！最后呢，还是等着全部更新完之后，花个两三小时一口气看完吧。还浪费时间等每周更新？有那闲功夫，还不如打两把LOL！！！,2,这是什么鬼？？？,182****9917_m1862
说真的，刚开始看主题曲的时候就没心看了。好好的盗墓片。你整个跟偶像剧节奏一样的曲。不明白演的到底是什么? 下墓下几集。 出来一分钟坐个矿车就出来了。 你进去的时候怎么不坐矿车。 配角不是配角。盗墓不是盗墓。 这电视剧难道主要讲的什么？集集剪切的看不懂。 危险什么啊危险。都没见啥东西。 劝这些导演门。 别在那盗墓当题材了。 真的拍的烂透。,2,"中国的电影真的不行了。       ""中国“         呵呵。",A .    巴蒂
演的到底是什么? 下墓下几集。 出来一分钟坐个矿车就出来了。 你进去的时候怎么不坐矿车。 配角不是配角。盗墓不是盗墓。 这电视剧难道主要讲的什么？集集剪切的看不懂。 危险什么啊危险。都没见啥东西。 劝这些导演门。 别在那盗墓当题材了。 真的拍的烂透. 讲个笑话。现在的中国电影、中国电视剧。呵呵、 盗墓笔记电影也拍的真的烂。中国电影啊。,2,讲个笑话。现在的中国电影、中国电视剧。呵呵、,A .    巴蒂
第一集给两分，编剧和导演用心了吗，陈皮还没有独立门户，怎么就有九门提督了，那现在行四的是谁啊 ？虽然还没有接着继续往下 看，但如果编剧和导演还是这种态度的话那三叔的作品真的就这么的毁了，三叔不是去了片场的吗》怎么这种错误都犯。希望乘后续的还没有波的情况下，你们再审审吧，三叔这么好的小说，不要烂了啊,2,编剧，导演用心拍了吗,小子_qq1666
这部影片，因为有了，陆建勋和陈皮的出演变得特别的那个，但是还好导演明智的让陈伟霆和张艺兴还有齐八爷的参加才好看一点。还好有佛爷的明智和帅气，张艺兴的多情多意，齐八爷的呆萌可爱，新月的机灵可爱，才让这部剧有了这么多人的喜爱，但是，也因为了有了陈皮好热陆建勋的参加，觉得，他们两个真的那个鼻子和嘴巴，一看就知道是整出来的，，，不太喜欢他们，但是还是要为这部剧点个赞，内容还行，就是有一些的人物没有选好,8,中评,152****3877_m1077
可能最开始以为跟盗墓笔记电视剧一个水平，所以老九门正片出来我已经很满足了！！！！ 已经超出我的期待值很多了！调色不错，演员也选的很好。最重要的是颜值高啊，盆友们！！颜狗的狂欢！！！我也是原著追完的，真心觉得比盗墓笔记电视剧好多了，毕竟他们年纪都不大，演技是慢慢磨练的，真要一群大叔演，你们会看吗，估计吐槽更严重了，给他们点时间，以后会更好的                                                                                           ,10,好,136****9257_m1945
那么多人说盗笔好看，我还只是看了开头就弃剧了呢。盗笔和老九门的小说都没看过，但是老九门我是一点一滴认认真真看的！文笔不好要凑数，哈哈哈，就是任性给十分，因为自己很喜欢。支持老九门！支持张艺兴！支持陈伟霆！支持张艺兴！支持陈伟霆！支持张艺兴！支持陈伟霆！支持张艺兴！支持陈伟霆！重要的事说四遍！！！！！！,10,给10分，任性。。。。,爱吃拉面de羊角依楠
"先给两分，影评残粉太多，明星拉的屎都会说是香的。
电视还没看，看过两集再来评论。先留贴！
各粉们，请不要拼命刷评论，看到真的恶心啊！！！
支持南派三叔的小说！！
很期待，不知道这部能不能拍出小说的味道。
我国广东、台湾一带生长的一种多年生藤本植物。其叶为羽状复叶，小叶为线状披针形，上有3条纵行的脉。果实卵球形，外有光亮的黄色鳞片。它通常缠绕在其他树木上。它的茎可以长达10余米。如果把它砍断或切开一个口子，血”一样的树脂流出来，干后凝结成血块状的东西。这是很珍贵的中药，称之为“血竭”或“麒麟竭”。经分析，血竭中含有鞣质、还原性糖和树脂类的物质，可治疗筋骨疼痛，并有散气、去痛、祛风、通经活血之效。除茎之外，果实也可流出血样的树脂。",2,比较期待，不知道这部能不能拍出小说的味道。,志强木艺制品有限公司
好不容易有个看着不害怕，心里还喜欢的电视剧，就是更新慢了点。真是越来越喜欢陈伟霆和赵丽颖合作的戏咯，赵丽颖在剧中饰演的尹新月对陈伟霆饰演的张启山张大佛爷那花痴程度也是淋漓尽致呀，不过更让我没想到的是，张艺兴二月红没想到还是个痴情的人，还会唱戏，更是没想到，不过&quot;八爷”，你能不唠叨不，唠唠叨叨的听着有点不好,10,越来越喜欢啦,浮生..........
一开始看了几集，实在是对南派三叔无语，这编剧编的，哎~用不着这么拖拖拉拉的搞这么多集，当时看鬼吹灯的时候超喜欢这类的书，之后南派写了盗墓笔记，前面写的简直毫无空间感，后面越来越好，现在又是裹脚布电视剧，又是电影，能不这么商业吗？这样让原来的读者很失望，这剧情没逻辑，没衔接，没铺垫，特效更是5毛钱，真心不是良心剧，选角也是太商业，粉丝们只是一味的帮着自己的偶像说话，你们也就是冲着偶像来的，不知道别人怎么看的，我是觉得有些演员演技那就不能说演技，之所以看这么就就是想看看后面有没有什么突破，我发现果然这剧不适合我，还是比较喜欢良心剧，商业剧还是算了！,2,太失望了！,135****4726_m1370
"烂片 烂片 大烂片，打着盗墓的名号，演俗套的宫斗戏，太恶心人了，导演你没那精钢钻，就不要拦着瓷器活啥，拍的这啥烂片啊，老太太的裹脚布似的，又臭、又长，光下个墓就花了两个星期，结果进去了，屁都没看到，那还看屁啊，浪费我买VIP的钱，导演、编剧、制片人你们用着烂东西挣我们的钱，你们良心何在，诅咒你们今年就倾家荡产，妻离子散。
赞 (38) 回复 (22) 分享    ",10,垃圾,136****8255_m1045
喜欢这种带走魔幻色彩的电影，所以看了以后感觉还是挺开心的，演员演技很到位，而且我最喜欢的就是这部电影的故事情节的设计，真的挺耐人寻味的，支持。其实特别喜欢你面的男主角感觉演绎的太到位了，以后就会成为她的粉丝了，支持他，刚开始没有，觉得这部电影会好看，后来看了看觉得，吸引住我了，大家一定要有耐心把它看完了。,8,魔幻色彩的电影,爱喝茶の宰父冰夏
演技浮夸，全程装B，第一集戒指竟然不是在尸体手指上拿下来，巴拉巴拉衣服就找出来了，陈皮杀人，死的人脸上得血还没他武器上多，八爷，就算真是个娘娘腔也没他这么膈应人，浮夸的要死，还有这恶心的五毛特效，中国还能不能拍点好看的电视剧了， 看看人家士兵突击  顺溜   什么演技  什么剧本，什么细节都注意到了，这破B片太将就了,2,又来糟蹋三叔的小说了,137****1550_m1483
就是中间公告插的赶脚多…………23333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,10,蛮喜欢,送别执念
憋出个10分给喜欢这部剧的人，不少于140字（.........................................................................................................................................................................................................................................................）,10,我憋着屎，憋着尿，饿着肚子在看的,183****3343_m1909
"照去年盗笔季播剧的尿性，我以为老九门不要提在电视台播出，网播就很不容易了。

但很惊喜的在东方卫视看到了它的存在，而且作为一个深夜十点档也获得了不小的成绩。至此中国第一部盗墓题材的剧，正式搬上荧屏。

我们可以看到剧的前半部分节奏很快，但到现在剧情明显放慢，删减痕迹过于明显。稍微动动脑子，就知道是广电的锅，恐怖片不能恐怖，盗墓电视剧不能有太多盗墓情节，令人难以想象世界上会有这种奇妙的逻辑存在。

平常的话是存在即合理，在中国影视方面，就是你不守规则老子就让你存在不了了。

首先来谈谈这部剧的颜值演技主要担当人陈伟霆。

陈伟霆作为一个香港演员，在饰演张启山角色时的演技不能打100分，也绝对算得上非常出色。他很有老港片里的那种风格：演戏时有自己的想法，不会从众，在自由发挥的同时又能做到让人看了很舒服。
他有很多小动作，是南派三叔小说里不会有的，但让他演出来你就不会觉得突兀，反而圆润了张启山这个角色。

陈伟霆不算一个360度无死角的演员，很多场景他完全不顾形象，明明可以换一个更柔和的方式，但他却力求做出一个最真实的效果。涉及到头发的部分，都被我们亲爱的广电局同志要求删了，只能通过陈伟霆的表情去猜测到底是怎样的，关于疼痛的演绎，他成功了。陈伟霆让我想起一个专业摄影人说的话【一个演员，你看他专不专业，就是看他会不会要求你只拍他好看的一面。】

关于剧情的方面，也算得上精彩。
如果你仅仅凭一部盗墓笔记就判定南派三叔是个只会写腐的人，那就大错特错了。

他的大漠苍狼、怒江之战以及各种微信小段子，很多故事都在冷静地陈述事实，没有任何感情线，剧情依然精彩。精彩到哪怕他不用南派三叔这个笔名，也能获得一大批关注。会讲故事的人，到哪都有人欣赏。

包括这部老九门，如果删掉刻意拉长的剧情，以及错综繁杂的感情线，留下的剧情还是非常出挑的。这是一个很有胆量的故事，涉及到很多被禁止的东西，我不确定编剧会以一种怎样的方式呈现出来。

希望到结局能破百亿。
但是结局如果真的呈现出来，未免太凄惨。国未破山河也在，只是踏遍山河的那群人，早已湮灭在历史尘土飞扬的车轮底下了。



",10,抛开颜值，老九门也配得上64亿的播放量,186****9157_m1043
